text,tags,
"im in a negative situation that i should leave but  appx $15,000.00 is owed to me and i know if i leave i will never see it!",money,
vivid 19,medical,
i'm having a hard time keeping my home clean i work 2 jobs and when i'm off i just want to do nothing,emotional,
need help in getting my dd-214 stayed in the army i would have gone back to the stocjaupgraded from an undesirable to a general or honorable discharge because in 1971 i was angry and knew that if i'd stayed in the army i would've gone back to the stockade for insubordination because i'd just gotten,emotional,
how do i get in touch with some one about the call out site is not working and neither is when i call,work,
my something makes me feel scared,emotional,
"all these customers who are hoarding toilet paper, will return when it’s over.",work,
it also is away of bulling.,emotional,
my work makes me feel ___overwhemed_,work,
overwhelmed stressed anxious ,emotional,
financial,money,
i feel wal-mart i9 not a safe place to work,work,
who freakin pays the bill???,money,
why wont they open dam tire shop and why wont tell me when were oping i keep have to be jobs,work,
want to know why my 27 hour a week is only worth 150$ of covid pay. what risking my life is on half the risk?,work,
well i feel responsible to financially support my boyfriend ,money,
my work makes me feel ___stressed_,work,
rude associates,work,
"i had a bad dttokenon zmsrch ,,8ththrrr i'd do much thati can no longer do.",emotional,
my share payout.,work,
my son 25 was hurt in a work related accident about 1 1/2 yrs ago. he started getting temp disability after getting a lawyer an waiting for almost a year. finally had one surgery done and been waiting to have back looked at. i have been supporting him an trying to help as much as i can.,family,
im kust wanting to support those that need help woth there mmental wellness. i have been down that long blacl road and finally seeong the purpose of why i went threw what i have,emotional,
just struggling with this virus thing,emotional,
"anxiety, poor sleep, lack of confidence.",emotional,
customers not caring about our safety,work,
lack of safety support and missing too much time due to health,medical,
i work at walmart,work,
pandemic at work,work,
i have 21years working for wal mart and lately noticed not interest in my work. feel stress and anxiety i feel sometimes to my retirement but i need to be sure.,work,
"work stress being a cap 2supervisor, along with a single mom of teenage boys, working second shift, missing out on their sports or important moments, money struggles, being a recovering alcoholic, along with bi-polar, adhd and generalized anxiety disorder. now i could use this all as a crutch, but i",work,
"worried about losing my job"" due to being scared to go to work"" with the corona virus going on!",work,
family life,family,
i just want the co. to enforce the governors wear a mask policy.  this could protect our employees.,work,
my relationship makes me feel trapped,emotional,
why can’t we get extra $ for working like the unemployed get $600 extra a week???,work,
my boss makes me feel intimidated at times,emotional,
been stressed out since i started this job. they have me working with nothing but young  kids. walking all night barely working. i shouldn't have to make someone else pay check this just isn't right. i have ask to be move to another job they will not move me .i need support!,work,
"hello. i work in fresh production cap 2. i recently moved to the department about 2 months ago. ever since i arrived, there has been this employee who tried to become a supervisor, and she failed the test twice. for some odd reason she is in charge manager is off. i find it strange.",work,
